ROI,Signal_Type,Stimulus,Behavioral_Variable,Spearman_rho,p_value,n,p_fdr,sig_uncorrected,sig_fdr
rTPJ,HbR,Zima,Accuracy,0.13286074909235074,0.2226600798606362,86,0.7558003917044892,FALSE,FALSE
rTPJ,HbR,Zima,MW_Ratio,0.3765381508070396,4.1526443130619187e-4,84,0.002491586587837151,TRUE,TRUE
rTPJ,HbR,Zima,Loneliness,0.21255271807541562,0.04429265720027774,90,0.2657559432016664,TRUE,FALSE
rTPJ,HbR,Zima,AQ10_scored,0.1608940748822324,0.12979084000355123,90,0.7787450400213074,FALSE,FALSE
rTPJ,HbR,Zima,PHQ9_total,0.0216174688473904,0.8397305041222141,90,0.9012038502898461,FALSE,FALSE
rTPJ,HbR,Zima,GAD_total,0.14909357572691506,0.1607639817914299,90,0.35573506193022114,FALSE,FALSE
rTPJ,HbR,Zima,SIAS_total,0.11880986366138509,0.26470920149287863,90,0.777034100735838,FALSE,FALSE
rTPJ,HbR,Zima,WHO_5_total,-0.0275834255717836,0.7963524427540682,90,0.9924137698393429,FALSE,FALSE
rTPJ,HbR,Zima,ASRS_total,0.15743546616940923,0.1383549612197431,90,0.4096589886909729,FALSE,FALSE
rTPJ,HbR,Zima,Mindwandering_Zima,0.07280113399184092,0.4977742640106019,89,0.9180644140137721,FALSE,FALSE
rTPJ,HbR,Splitscreen,MW_state_SART,0.0664050242001512,0.5203403779513383,96,0.9868731034961282,FALSE,FALSE
rTPJ,HbR,Splitscreen,MW_trait_total,0.0639694300709591,0.5357884690848884,96,0.776684602576289,FALSE,FALSE
rTPJ,HbR,Splitscreen,Accuracy,0.07806383760188906,0.45701274698712524,93,0.839017477467568,FALSE,FALSE
rTPJ,HbR,Splitscreen,MW_Ratio,0.08630119006584162,0.41598913820662375,91,0.8620735417535565,FALSE,FALSE
rTPJ,HbR,Splitscreen,Loneliness,0.033540384745169904,0.7456248089449913,96,0.7652578516352726,FALSE,FALSE
rTPJ,HbR,Splitscreen,AQ10_scored,0.19860689941810256,0.05240132137950997,96,0.3144079282770598,FALSE,FALSE
rTPJ,HbR,Splitscreen,PHQ9_total,0.10343555562897913,0.31592136669080056,96,0.6318427333816011,FALSE,FALSE
rTPJ,HbR,Splitscreen,GAD_total,0.1074700970210589,0.2973115222756398,96,0.8882641337992631,FALSE,FALSE
rTPJ,HbR,Splitscreen,SIAS_total,0.002443312324903147,0.9811510047564467,96,0.9811510047564467,FALSE,FALSE
rTPJ,HbR,Splitscreen,WHO_5_total,0.050462383803543044,0.6253636649061987,96,0.7940085244130333,FALSE,FALSE
rTPJ,HbR,Splitscreen,ASRS_total,0.08042323950937132,0.43602431807040143,96,0.7563417390534444,FALSE,FALSE
rTPJ,HbR,Splitscreen,Mindwandering_Splitscreen,-0.06492629285611255,0.5341274441097301,94,0.9960009647095629,FALSE,FALSE
rdlPFC,HbR,Zima,MW_state_SART,-0.03784832522748232,0.7172226606089225,94,0.9630824014493327,FALSE,FALSE
rdlPFC,HbR,Zima,MW_trait_total,-0.0883624792991629,0.3970499603874268,94,0.5960447357614096,FALSE,FALSE
rdlPFC,HbR,Zima,Accuracy,0.03441536516212369,0.74883263973965275,89,0.8961664223495903,FALSE,FALSE
rdlPFC,HbR,Zima,MW_Ratio,0.11276845391947407,0.2983667292916615,87,0.596733458583323,FALSE,FALSE
rdlPFC,HbR,Zima,Loneliness,-0.12399690725291423,0.23376711510022113,94,0.7013013453006633,FALSE,FALSE
rdlPFC,HbR,Zima,AQ10_scored,-0.08072236622597757,0.4392714068734844,94,0.9141203054638495,FALSE,FALSE
rdlPFC,HbR,Zima,PHQ9_total,-0.012977235941825076,0.9012038502898461,94,0.9012038502898461,FALSE,FALSE
rdlPFC,HbR,Zima,GAD_total,-0.018534291988544192,0.8592668537018766,94,0.8592668537018766,FALSE,FALSE
rdlPFC,HbR,Zima,SIAS_total,-0.04776862543660217,0.647528417279865,94,0.777034100735838,FALSE,FALSE
rdlPFC,HbR,Zima,WHO_5_total,0.16262657095479713,0.11733187721157728,94,0.7039912632694637,FALSE,FALSE
rdlPFC,HbR,Zima,ASRS_total,0.05447002034092863,0.602068811930167,94,0.6655870763198648,FALSE,FALSE
rdlPFC,HbR,Zima,Mindwandering_Zima,0.0298613191845587,0.7763025139774977,93,0.9180644140137721,FALSE,FALSE
rdlPFC,HbR,Splitscreen,MW_state_SART,-0.16271335335104162,0.1022630815803085,102,0.613578489481851,FALSE,FALSE
rdlPFC,HbR,Splitscreen,MW_trait_total,0.05322065651974637,0.5952423991943123,102,0.776684602576289,FALSE,FALSE
rdlPFC,HbR,Splitscreen,Accuracy,-0.03392739957208793,0.7401533415318491,98,0.839017477467568,FALSE,FALSE
rdlPFC,HbR,Splitscreen,MW_Ratio,-0.008771111963137231,0.9324085832857689,96,0.9324085832857689,FALSE,FALSE
rdlPFC,HbR,Splitscreen,Loneliness,0.11426133654254317,0.2528268164681049,102,0.5717039193836637,FALSE,FALSE
rdlPFC,HbR,Splitscreen,AQ10_scored,0.030405194268494563,0.7616132659491943,102,0.9139359191390332,FALSE,FALSE
rdlPFC,HbR,Splitscreen,PHQ9_total,-0.0022667549025715034,0.9819605845432603,102,0.9819605845432603,FALSE,FALSE
rdlPFC,HbR,Splitscreen,GAD_total,-0.0332299937365467,0.7402201114993859,102,0.8882641337992631,FALSE,FALSE
rdlPFC,HbR,Splitscreen,SIAS_total,-0.02800700995525283,0.7799181783115688,102,0.9359018139738826,FALSE,FALSE
rdlPFC,HbR,Splitscreen,WHO_5_total,-0.038839573144717934,0.6983325546222019,102,0.7940085244130333,FALSE,FALSE
rdlPFC,HbR,Splitscreen,ASRS_total,0.032002813422513925,0.749490747253217,102,0.7563417390534444,FALSE,FALSE
rdlPFC,HbR,Splitscreen,Mindwandering_Splitscreen,0.001605789678018609,0.9874142945366389,99,0.9960009647095629,FALSE,FALSE
vmPFC,HbR,Zima,MW_state_SART,-0.11937950200061337,0.2543841253139866,93,0.9630824014493327,FALSE,FALSE
vmPFC,HbR,Zima,MW_trait_total,-0.09593887943987171,0.3602964045472169,93,0.5960447357614096,FALSE,FALSE
vmPFC,HbR,Zima,Accuracy,-0.044562312400357976,0.6801493614710339,88,0.8961664223495903,FALSE,FALSE
vmPFC,HbR,Zima,MW_Ratio,0.2093696143394431,0.05302674284063593,86,0.15908022852190778,FALSE,FALSE
vmPFC,HbR,Zima,Loneliness,-0.006263439126578195,0.9524853147867512,93,0.9998103692777875,FALSE,FALSE
vmPFC,HbR,Zima,AQ10_scored,0.011335743820764731,0.9141203054638495,93,0.9141203054638495,FALSE,FALSE
vmPFC,HbR,Zima,PHQ9_total,-0.12193519970868198,0.24428325310228885,93,0.670417042314069,FALSE,FALSE
vmPFC,HbR,Zima,GAD_total,-0.06796945443226156,0.5174003752321972,93,0.7761005628482958,FALSE,FALSE
vmPFC,HbR,Zima,SIAS_total,-0.0063525252028615725,0.9518103074859923,93,0.9518103074859923,FALSE,FALSE
vmPFC,HbR,Zima,WHO_5_total,0.021761929959611022,0.8359703436494762,93,0.9924137698393429,FALSE,FALSE
vmPFC,HbR,Zima,ASRS_total,0.08345464818379775,0.4264323741676793,93,0.639648561251519,FALSE,FALSE
vmPFC,HbR,Zima,Mindwandering_Zima,-0.012136832351278607,0.908583871977138,92,0.9180644140137721,FALSE,FALSE
vmPFC,HbR,Splitscreen,MW_state_SART,-0.01994171465102159,0.8430944809092009,101,0.9868731034961282,FALSE,FALSE
vmPFC,HbR,Splitscreen,MW_trait_total,0.046435836326331636,0.6447165124297074,101,0.776684602576289,FALSE,FALSE
vmPFC,HbR,Splitscreen,Accuracy,-0.03765256267316769,0.7142477403745948,97,0.839017477467568,FALSE,FALSE
vmPFC,HbR,Splitscreen,MW_Ratio,0.05980411322776831,0.564819667751574,95,0.8620735417535565,FALSE,FALSE
vmPFC,HbR,Splitscreen,Loneliness,0.08807263114759996,0.38113594625577585,101,0.5717039193836637,FALSE,FALSE
vmPFC,HbR,Splitscreen,AQ10_scored,-0.0022215789471815668,0.9824090994062409,101,0.9824090994062409,FALSE,FALSE
vmPFC,HbR,Splitscreen,PHQ9_total,0.12172782696720634,0.22526845753799926,101,0.6318427333816011,FALSE,FALSE
vmPFC,HbR,Splitscreen,GAD_total,0.17210280463101307,0.08526014116509285,101,0.5115608469905571,FALSE,FALSE
vmPFC,HbR,Splitscreen,SIAS_total,0.23334047136980726,0.018855817719735855,101,0.11313490631841513,TRUE,FALSE
vmPFC,HbR,Splitscreen,WHO_5_total,-0.14463710645467662,0.14899459453131486,101,0.7940085244130333,FALSE,FALSE
vmPFC,HbR,Splitscreen,ASRS_total,0.1919098708203944,0.05453353691281377,101,0.20222068538285848,FALSE,FALSE
vmPFC,HbR,Splitscreen,Mindwandering_Splitscreen,0.12497992663124476,0.22013174190970028,98,0.9960009647095629,FALSE,FALSE
